name,price,3G Network,5G,Battery Capacity,Card slot,Display type,GPS,Internal Memory,LTE (4G) Network,NFC,Number of cameras,Operating System,Primary Camera,RAM,Screen size,SIM Multiple,Sim Size,Touch Screen,Wi-Fi,Year,OS version,Selfie Camera,IP Certificate
iPhone SE (2020წ.),1100.00,Yes Capacitors type,Yes,2800 Capacitors type,Yes Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,7 MP,
Iphone 11 Pro Max 64GB Green საუკეთესო მდგომარეობაში,2250.00,Yes Capacitors type,Yes,3500 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,,6.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,,
Iphone 11 64GB White საუკეთესო მდგომარეობაში,1650.00,Yes Capacitors type,Yes,3500 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,,
"iPhone 7 - 32,128GB - BLACK - SIMFREE - (უნაკლო, სასაჩუქრე)",399.00,Yes Capacitors type,Yes,2500 Capacitors type,,,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,13 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,,,,
"iPhone 6S - 16,32,64,128GB - SPACEGRAY - SIMFREE (უნაკლო,სას",289.00,Yes Capacitors type,Yes,2500 Capacitors type,Yes Capacitors type,,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,,,
"iPhone SE 2020 - 64GB - უნაკლო,სასაჩუქრე",849.00,Yes Capacitors type,Yes,2800 Capacitors type,,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,16 MP,,4.7 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,,,2020 Y.,,,
"iPhone 11 64GB White უნაკლო, ახალივით",1750.00,Yes Capacitors type,No,3100 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,,6.1 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,,
"iPhone 11 Pro Max 64GB Green უნაკლო, ახალივით",2350.00,Yes Capacitors type,No,4000 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Four,iOS Capacitors type,12 MP,,6.5 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,,
იყიდება iphone se 2020 64 gb,800.00,Yes Capacitors type,Yes,2900 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,1 MP,,5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,No Capacitors type,2020 Y.,,1 MP,
11 Pro Max 64 1 წლიანი გარატია განვადება კრედო,2450.00,Yes Capacitors type,Yes,4000 Capacitors type,Yes Capacitors type,AMOLED Capacitors type,Yes Capacitors type,4 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,3 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,12 MP,
iPhone 11 64GB turbo simit 1წლიანი გარანტია განვადება კრედ,1400.00,Yes Capacitors type,No,3000 Capacitors type,Yes Capacitors type,Retina IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,6.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,12 MP,
IPHONE 11/12/13 PRO/PRO MAX,2350.00,Yes Capacitors type,Yes,3700 Capacitors type,No Capacitors type,Super AMOLED Capacitors type,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,6 GB Capacitors type,6.1 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,12 MP,MIL-STD-810G Capacitors type
iPhone Xs 256gb,1450.00,No Capacitors type,No,1100 Capacitors type,,,No Capacitors type,,No Capacitors type,No Capacitors type,Two,iOS Capacitors type,13 MP,,6.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,,,,
iphone 11 pro max mid. grin 256 gb,2700.00,No Capacitors type,No,1800 Capacitors type,,,No Capacitors type,256 GB,Yes Capacitors type,No Capacitors type,Three,iOS Capacitors type,12 MP,,6.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,,,,
iphone 12 pro,3300.00,Yes Capacitors type,Yes,4555 Capacitors type,No Capacitors type,,No Capacitors type,,Yes Capacitors type,No Capacitors type,Four,iOS Capacitors type,16 MP,12 GB Capacitors type,5.45 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,No Capacitors type,2021 Y.,IOS 15 Capacitors type,1 MP,
"iPhone 11 Pro Max, Midnight Green, 64 GB",2400.00,Yes Capacitors type,No,3800 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,,6.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,,
"iPhone 12 Pro Max, Silver, 128 GB",3200.00,Yes Capacitors type,Yes,4700 Capacitors type,Yes Capacitors type,,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,,6.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2021 Y.,,,
iphone 11 აიფონი 11,1700.00,Yes Capacitors type,Yes,1700 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,2 MP,,6.2 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,,1 MP,
iPhone 11 Pro silver 512 gb. ყუთით,2200.00,Yes Capacitors type,Yes,4400 Capacitors type,Yes Capacitors type,,Yes Capacitors type,512 GB,Yes Capacitors type,Yes Capacitors type,Five,iOS Capacitors type,20 MP,4 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
iPhone 11 White,1700.00,Yes Capacitors type,Yes,4400 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Four,iOS Capacitors type,16 MP,4 GB Capacitors type,5.9 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
iPhone 8 Black,600.00,Yes Capacitors type,Yes,4400 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,16 MP,4 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
iphone XS MAX GOLD 89პროცენტი,1370.00,Yes Capacitors type,Yes,2000 Capacitors type,Yes Capacitors type,AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,13 MP,4 GB Capacitors type,5.4 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,iOS 11 Capacitors type,2 MP,IPx7 Capacitors type
iPhone XS 64Gb black sim-free,1350.00,Yes Capacitors type,No,2400 Capacitors type,,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,2 MP,,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,2018 Y.,,1 MP,
iPhone XS 64Gb black sim-free,1350.00,Yes Capacitors type,No,2400 Capacitors type,,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,2 MP,,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,2018 Y.,,1 MP,
iPhone SE 32Gb Grey sim-free,250.00,Yes Capacitors type,No,1800 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,8 MP,,4.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,,,
iphone X,1000.00,Yes Capacitors type,Yes,10000 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,2 MP,12 GB Capacitors type,5.6 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,,1 MP,IPx8 Capacitors type
iPhone 12 PRO 128 GB 100%ელემენტი,3000.00,Yes Capacitors type,Yes,2800 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Six,iOS Capacitors type,12 MP,,6 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2021 Y.,,,
iPhone XR 64GB Black,800.00,Yes Capacitors type,No,3300 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,12 MP,4 GB Capacitors type,6.3 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,8 MP,IPx7 Capacitors type
apple iphone Xs gold/ iphone,1100.00,Yes Capacitors type,Yes,2000 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,,4.7 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,,5 MP,
iphone X 256გბ,1150.00,Yes Capacitors type,No,2800 Capacitors type,No Capacitors type,,Yes Capacitors type,256 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,2 MP,6 GB Capacitors type,4.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,iOS 11 Capacitors type,,
iPhone Xr Yellow,1200.00,Yes Capacitors type,Yes,4400 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Four,iOS Capacitors type,16 MP,4 GB Capacitors type,6 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
iPhone 7 32gb A1778 sim free,420.00,Yes Capacitors type,No,1900 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,iOS 13 Capacitors type,5 MP,IP5x Capacitors type
iPhone 7 32gb A1778 sim free,420.00,Yes Capacitors type,No,1900 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,iOS 13 Capacitors type,5 MP,IP5x Capacitors type
iPhone SE red 2020,750.00,Yes Capacitors type,Yes,4400 Capacitors type,Yes Capacitors type,,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,16 MP,4 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
iPhone 11 Pro Max black,2300.00,Yes Capacitors type,Yes,4400 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Five,iOS Capacitors type,20 MP,4 GB Capacitors type,6.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
iPhone Xs black 256 gb.,1400.00,Yes Capacitors type,Yes,4400 Capacitors type,Yes Capacitors type,,Yes Capacitors type,256 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,16 MP,4 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
Iphone 11 Pro Max - ახალი !,2950.00,Yes Capacitors type,Yes,8000 Capacitors type,No Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,3 MP,12 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,No Capacitors type,2021 Y.,,1 MP,
Apple iphone 8 64gb red,650.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,12 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,,1 MP,
iphone 7 silver 32 GB,349.00,Yes Capacitors type,Yes,2400 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,5 MP,
iphone 8 silver 64 GB,630.00,Yes Capacitors type,Yes,2700 Capacitors type,No Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,3 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,8 MP,
Iphone 8Plus 64GB Sim Free GSm 4G LTe,900.00,Yes Capacitors type,No,2400 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,5.7 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,iOS 13 Capacitors type,5 MP,IPx7 Capacitors type
GARANTIT Saswrafod iyideba iphone 6 16gb originali idealur m,180.00,Yes Capacitors type,No,1600 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,16 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2015 Y.,iOS 11 Capacitors type,13 MP,IPx8 Capacitors type
იყიდება iphone 11 pro mindight green 64 GB,2450.00,No Capacitors type,No,1200 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,No Capacitors type,Four,iOS Capacitors type,3 MP,,5.3 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,No Capacitors type,2019 Y.,,1 MP,
iphone 7 32GB,350.00,Yes Capacitors type,No,2800 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2017 Y.,,,
Apple iPhone XS 64 Gb white sim free ყუთით და აქსესუარებით,1350.00,Yes Capacitors type,No,2900 Capacitors type,Yes Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,,6 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,,8 MP,
Apple iphone Xs 64GB Sim Free არჩევით,950.00,Yes Capacitors type,No,2700 Capacitors type,No Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,,,
Apple iphone Xs Max 64GB არჩევით,1350.00,Yes Capacitors type,No,3200 Capacitors type,No Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,6.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,,,
iPhone 7 32gb simFree,400.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,,8 MP,
Iphone 8 64GB Simfree,600.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,,8 MP,
იყიდებ Iphone 5c 5,40.00,Yes Capacitors type,No,500 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,4 GB,No Capacitors type,Yes Capacitors type,One,iOS Capacitors type,1 MP,1 GB Capacitors type,3.5 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,Gingerbread (2.3–2.3.7) Capacitors type,1 MP,IP5x Capacitors type
Iphone 6S 16Gb Sim Free GsM,220.00,Yes Capacitors type,No,1800 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,1.5 GB Capacitors type,4.3 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,iOS 12 Capacitors type,8 MP,IPx6 Capacitors type
Iphone 6s LCd 100% ორიგინალი,65.00,Yes Capacitors type,No,2300 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,13 MP,4 GB Capacitors type,5.5 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,8 MP,IPx6 Capacitors type
iphone 5C T-mobile,50.00,Yes Capacitors type,No,1600 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,512 MB Capacitors type,4 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,iOS 12 Capacitors type,8 MP,IPx7 Capacitors type
iphone 5G icloud locked,35.00,Yes Capacitors type,No,2600 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,13 MP,6 GB Capacitors type,5.6 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,8 MP,IPx8 Capacitors type
iphone 8 Plus 64gB Sim Free 4G LTE,650.00,Yes Capacitors type,No,2400 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,5.5 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,8 MP,IPx7 Capacitors type
iphone 12 pro max blue 128GB,2999.00,Yes Capacitors type,Yes,6000 Capacitors type,Yes Capacitors type,AMOLED Capacitors type,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Six,iOS Capacitors type,,12 GB Capacitors type,6.6 Inch,Quad SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2021 Y.,iOS 11 Capacitors type,5 MP,IPx7 Capacitors type
IPHONE 6 64GB,280.00,Yes Capacitors type,No,1900 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,16 MP,,4.7 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
Iphone 8,850.00,Yes Capacitors type,No,1600 Capacitors type,No Capacitors type,IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,2 MP,,5.45 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2021 Y.,iOS 8 Capacitors type,1 MP,IPx8 Capacitors type
Iphon,700.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,12 MP,4 GB Capacitors type,4.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2020 Y.,iOS 9 Capacitors type,1 MP,MIL-STD-810F Capacitors type
იყიდება Iphone 6s 64GB,300.00,Yes Capacitors type,No,1700 Capacitors type,No Capacitors type,IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,1 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2015 Y.,,2 MP,
 iPhone 6+ plus /16Gb. N- 71,300.00,Yes Capacitors type,Yes,3100 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,8 MP,,5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
iPhone X,1099.00,Yes Capacitors type,No,5000 Capacitors type,Yes Capacitors type,AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,1 MP,4 GB Capacitors type,5.9 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,1 MP,MIL-STD-810D Capacitors type
Iphone x,450.00,Yes Capacitors type,No,800 Capacitors type,Yes Capacitors type,Foldable Dynamic AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,2 MP,4 GB Capacitors type,5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,iOS 11 Capacitors type,2 MP,IPx5 Capacitors type
IPHONE 8. 64GB GOLD,550.00,Yes Capacitors type,No,1800 Capacitors type,,,Yes Capacitors type,64 GB,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,,,2020 Y.,,7 MP,
iphone 12 pro,1200.00,No Capacitors type,Yes,4500 Capacitors type,,,No Capacitors type,128 GB,No Capacitors type,No Capacitors type,Three,iOS Capacitors type,48 MP,6 GB Capacitors type,6 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,,,1 MP,
Iphone 7,300.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,,8 MP,
iPhone 6s,200.00,Yes Capacitors type,No,1700 Capacitors type,Yes Capacitors type,,Yes Capacitors type,16 GB,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,1 MP,,3 ორ less Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,,1 MP,
iPhone 11pro,2000.00,No Capacitors type,Yes,5000 Capacitors type,,,No Capacitors type,64 GB,Yes Capacitors type,No Capacitors type,Three,iOS Capacitors type,12 MP,6 GB Capacitors type,5.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,2020 Y.,,,
Iphone 6,220.00,Yes Capacitors type,No,1800 Capacitors type,No Capacitors type,IPS LCD Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2014 Y.,iOS 12 Capacitors type,1 MP,IPx5 Capacitors type
iPhone 6s 32GB,150.00,Yes Capacitors type,No,1200 Capacitors type,Yes Capacitors type,,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,13 MP,3 GB Capacitors type,5.5 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,1 MP,
IPhone 11 Pro Max იყიდება,2000.00,Yes Capacitors type,No,3900 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,3 MP,4 GB Capacitors type,6.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,iOS 14 Capacitors type,2 MP,IPx8 Capacitors type
იყიდება iPhone XS 64GB Space Gray,1150.00,Yes Capacitors type,No,2700 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,7 MP,IP6x Capacitors type
იყიდება iPhone XS 64GB Gold,1000.00,Yes Capacitors type,No,2700 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,7 MP,IP6x Capacitors type
